Name Math Java DS Average Total
张三9036 70 87 73 76 230
张三8380 82 67 73 74 222
张三353 74 79 96 83 249
张三6839 94 76 67 79 237
张三1766 79 74 98 83 251
张三3507 70 83 83 78 236
张三637 88 70 90 82 248
张三2882 73 100 79 84 252
张三7567 69 77 93 79 239
张三8111 98 96 94 96 288
张三5203 98 67 94 86 259
张三3161 67 91 74 77 232
张三3701 86 82 82 83 250
张三6814 74 89 90 84 253
张三3813 100 90 90 93 280
张三714 100 65 84 83 249
张三1078 83 64 80 75 227
张三6200 92 73 61 75 226
张三7096 65 61 86 70 212
张三7136 74 95 78 82 247
张三6354 91 89 69 83 249
张三8485 81 84 60 75 225
张三9597 71 72 62 68 205
张三2832 71 91 70 77 232
张三7196 80 63 84 75 227
张三9607 71 79 77 75 227
张三8510 94 72 84 83 250
张三4198 67 97 73 79 237
张三5715 89 91 63 81 243
张三6731 95 75 72 80 242
张三3062 77 88 65 76 230
张三2693 97 78 72 82 247
张三5062 82 74 65 73 221
张三162 97 62 68 75 227
张三9562 66 98 64 76 228
张三848 81 91 93 88 265
张三4184 74 80 81 78 235
张三4681 82 90 70 80 242
张三7121 93 82 75 83 250
张三175 62 74 91 75 227
张三5746 72 68 89 76 229
张三5284 81 74 95 83 250
张三9029 86 95 99 93 280
张三5992 93 98 89 93 280
张三2220 72 69 73 71 214
张三2345 97 65 97 86 259
张三4798 93 96 81 90 270
张三4168 61 75 61 65 197
张三5135 77 87 80 81 244
张三1186 82 79 96 85 257
张三7875 93 95 91 93 279
张三4775 93 94 64 83 251
张三2491 99 82 83 88 264
张三1069 94 99 78 90 271
张三4006 73 99 72 81 244
张三7660 73 84 71 76 228
张三9340 89 86 76 83 251
张三8594 78 94 92 88 264
张三5279 99 81 93 91 273
张三4923 87 74 98 86 259
张三6526 100 76 64 80 240
张三509 73 74 79 75 226
张三4820 90 80 75 81 245
张三5322 86 96 68 83 250
张三2594 89 99 82 90 270
张三953 80 95 72 82 247
张三7157 66 79 65 70 210
张三5578 71 82 94 82 247
张三3862 87 75 62 74 224
张三8086 77 91 72 80 240
张三9253 64 97 75 78 236
张三3603 77 93 94 88 264
张三7654 72 94 61 75 227
张三5151 92 98 98 96 288
张三7190 77 96 87 86 260
张三8639 92 92 66 83 250
张三3699 98 69 88 85 255
张三948 69 70 82 73 221
张三3532 75 62 80 72 217
张三3311 77 93 98 89 268
张三8699 87 83 94 88 264
张三4719 73 85 89 82 247
张三345 77 69 99 81 245
张三2595 75 97 71 81 243
张三9048 75 92 83 83 250
张三443 75 93 65 77 233
张三2877 70 60 60 63 190
张三4703 90 81 69 80 240
张三6732 84 79 64 75 227
张三5554 88 64 68 73 220
张三8908 63 67 90 73 220
张三8871 71 94 70 78 235
张三3379 81 96 91 89 268
张三9070 83 91 71 81 245
张三8767 98 67 67 77 232
张三5075 98 82 68 82 248
张三7481 93 61 84 79 238
张三4127 88 100 86 91 274
张三1001 85 62 65 70 212
张三654 68 70 81 73 219
张三9777 79 92 84 85 255
张三9947 77 95 99 90 271
张三8724 72 92 81 81 245
张三8848 78 69 60 69 207
张三1798 90 74 76 80 240
张三8197 73 63 85 73 221
张三1613 97 63 95 85 255
张三4245 92 91 100 94 283
张三2586 91 85 77 84 253
张三8777 87 67 81 78 235
张三8586 72 74 65 70 211
张三154 69 98 89 85 256
张三8561 79 94 94 89 267
张三20 64 93 88 81 245
张三6124 98 71 93 87 262
张三2883 73 61 76 70 210
张三1566 72 71 87 76 230
张三8305 77 82 80 79 239
张三7280 85 85 73 81 243
张三7931 93 71 84 82 248
张三71 97 65 93 85 255
张三2074 76 82 78 78 236
张三6330 81 78 89 82 248
张三3095 60 74 95 76 229
张三8539 96 78 71 81 245
张三5285 92 61 93 82 246
张三4101 80 89 84 84 253
张三3499 72 100 61 77 233
张三9958 73 71 68 70 212
张三5256 74 74 90 79 238
张三8966 77 73 73 74 223
张三3524 62 80 87 76 229
张三6538 85 96 70 83 251
张三9941 95 99 65 86 259
张三8486 99 77 89 88 265
张三661 97 83 69 83 249
张三3573 98 66 85 83 249
张三9605 86 100 67 84 253
张三6737 81 68 86 78 235
张三6275 73 86 73 77 232
张三1462 95 60 80 78 235
张三7929 85 93 79 85 257
张三2285 68 97 71 78 236
张三8283 84 87 84 85 255
张三899 99 66 70 78 235
张三7513 99 63 97 86 259
张三1838 76 81 75 77 232
张三746 65 87 97 83 249
张三6225 70 88 96 84 254
张三4804 79 88 63 76 230
张三4547 65 78 65 69 208
张三5381 61 74 61 65 196
张三1944 91 66 71 76 228
张三9436 74 82 83 79 239
张三1984 63 100 94 85 257
张三9973 69 89 86 81 244
张三7404 100 73 89 87 262
张三2978 91 94 83 89 268
张三8783 75 90 79 81 244
张三8715 88 90 90 89 268
张三4642 74 85 69 76 228
张三2108 97 75 83 85 255
张三8933 61 93 97 83 251
张三9458 68 97 86 83 251
张三4391 81 64 67 70 212
张三1187 89 79 72 80 240
张三2749 73 62 100 78 235
张三2870 73 100 63 78 236
张三5256 60 65 87 70 212
张三9257 99 85 85 89 269
张三9506 81 63 74 72 218
张三8518 96 79 61 78 236
张三1044 72 85 70 75 227
张三6450 76 98 99 91 273
张三721 87 62 64 71 213
张三2852 86 76 91 84 253
张三1275 75 98 71 81 244
张三4811 60 78 78 72 216
张三9125 98 86 70 84 254
张三4116 74 95 71 80 240
张三9838 96 83 93 90 272
张三8535 70 99 82 83 251
张三8269 93 81 94 89 268
张三9167 68 93 74 78 235
张三6821 81 61 100 80 242
张三8617 82 92 90 88 264
张三7826 92 60 100 84 252
张三7202 89 79 88 85 256
张三8510 69 99 99 89 267
张三6920 86 72 74 77 232
张三9530 61 80 85 75 226
张三5414 85 69 95 83 249
张三539 78 69 77 74 224
张三4651 79 99 82 86 260
张三8793 82 87 63 77 232
张三1546 86 67 71 74 224
张三9218 73 72 84 76 229
张三256 86 81 79 82 246
张三6986 75 91 76 80 242
张三8373 100 93 93 95 286
张三6009 94 85 91 90 270
张三1731 74 84 85 81 243
张三9378 61 81 83 75 225
张三5083 92 84 92 89 268
张三184 60 68 74 67 202
张三8335 69 68 73 70 210
张三3742 69 71 67 69 207
张三590 79 96 72 82 247
张三4636 99 72 83 84 254
张三6732 78 98 72 82 248
张三4628 93 85 80 86 258
张三3746 87 69 61 72 217
张三9852 60 68 82 70 210
张三6541 87 63 84 78 234
张三8296 95 68 82 81 245
张三5471 74 78 79 77 231
张三1057 94 69 61 74 224
张三296 74 68 76 72 218
张三3313 64 68 90 74 222
张三7805 83 60 78 73 221
张三3525 73 90 86 83 249
张三2826 60 94 73 75 227
张三1818 75 98 85 86 258
张三4861 65 94 71 76 230
张三1039 92 77 82 83 251
张三5047 84 78 82 81 244
张三6448 86 99 60 81 245
张三704 61 61 100 74 222
张三2532 91 82 92 88 265
张三7166 61 92 73 75 226
张三7925 92 80 71 81 243
张三9138 98 81 73 84 252
张三1881 64 78 70 70 212
张三6303 90 74 84 82 248
张三8318 63 76 65 68 204
张三403 70 89 99 86 258
张三5869 93 66 90 83 249
张三3523 75 63 91 76 229
张三4954 78 66 79 74 223
张三9800 70 72 65 69 207
张三5312 100 62 66 76 228
张三5288 82 81 80 81 243
张三6 77 90 85 84 252
张三3210 98 96 86 93 280
张三4348 86 91 91 89 268
张三4313 92 97 61 83 250
张三739 90 73 97 86 260
张三4551 92 91 80 87 263
张三2892 87 64 72 74 223
张三4847 80 98 68 82 246
张三5419 93 94 76 87 263
张三124 74 80 85 79 239
张三7253 81 68 70 73 219
张三7363 97 70 99 88 266
张三9889 94 83 60 79 237
张三4893 89 95 70 84 254
张三3915 62 90 68 73 220
张三7658 80 90 97 89 267
张三9809 84 76 95 85 255
张三5668 86 71 86 81 243
张三1485 74 72 64 70 210
张三5378 99 83 62 81 244
张三3558 60 65 100 75 225
张三6208 100 93 67 86 260
张三5805 73 95 86 84 254
张三6945 95 60 87 80 242
张三802 79 82 66 75 227
张三9233 73 89 93 85 255
张三3219 80 76 86 80 242
张三7904 98 99 71 89 268
张三1725 95 78 71 81 244
张三351 65 72 66 67 203
张三7020 92 90 81 87 263
张三9688 86 67 100 84 253
张三1924 66 80 89 78 235
张三8908 64 81 89 78 234
张三2046 97 71 90 86 258
张三5787 98 79 91 89 268
张三7969 63 61 71 65 195
张三735 63 95 88 82 246
张三2451 71 62 69 67 202
张三2341 100 75 99 91 274
张三8624 62 84 63 69 209
张三7826 100 99 64 87 263
张三7632 75 100 64 79 239
张三8140 96 90 63 83 249
张三6738 72 84 65 73 221
张三9920 76 79 80 78 235
张三1324 80 99 60 79 239
张三9042 96 65 79 80 240
张三6797 71 82 93 82 246
张三2997 77 88 89 84 254
张三8861 66 74 97 79 237
张三1804 67 92 81 80 240
张三3135 67 78 99 81 244
张三9700 88 81 82 83 251
张三7596 88 82 86 85 256
张三2326 71 78 86 78 235
张三3818 97 95 98 96 290
张三6648 61 96 70 75 227
张三5490 91 79 87 85 257
张三3311 60 62 91 71 213
张三5185 98 61 70 76 229
张三3691 69 97 65 77 231
张三2860 90 83 84 85 257
张三6338 66 96 87 83 249
张三2058 86 89 73 82 248
张三57 73 74 91 79 238
张三2297 66 81 69 72 216
张三3348 84 94 91 89 269
张三8614 93 98 81 90 272
张三2423 60 82 77 73 219
张三1744 68 75 61 68 204
张三2546 65 63 91 73 219
张三4917 73 92 83 82 248
张三9899 89 64 67 73 220
张三5736 98 89 69 85 256
张三3717 94 94 94 94 282
张三4123 63 95 68 75 226
张三921 89 93 63 81 245
张三9811 94 60 77 77 231
张三7955 64 80 79 74 223
张三5342 67 87 61 71 215
张三7072 95 69 66 76 230
张三3078 98 93 87 92 278
张三6802 67 99 62 76 228
张三7165 68 62 94 74 224
张三8798 74 86 70 76 230
张三3957 73 87 68 76 228
张三5815 72 71 63 68 206
张三6859 99 69 61 76 229
张三8049 68 92 63 74 223
张三4072 68 79 86 77 233
张三7529 87 78 97 87 262
张三218 65 99 78 80 242
张三2837 91 85 88 88 264
张三5318 71 80 90 80 241
张三8844 82 84 77 81 243
张三7094 80 76 78 78 234
张三8702 92 66 77 78 235
张三5088 95 67 84 82 246
张三7829 78 68 64 70 210
张三7565 60 60 68 62 188
张三2089 87 72 70 76 229
张三4664 69 73 83 75 225
张三4929 84 100 97 93 281
张三3800 79 67 79 75 225
张三651 70 82 74 75 226
张三5772 84 69 83 78 236
张三3601 67 76 90 77 233
张三2561 62 94 75 77 231
张三5453 90 98 81 89 269
张三301 75 61 98 78 234
张三5348 61 65 88 71 214
张三3384 77 95 87 86 259
张三96 67 91 78 78 236
张三8192 68 65 94 75 227
张三4178 63 69 89 73 221
张三7419 88 82 74 81 244
张三1761 63 77 94 78 234
张三8475 62 95 74 77 231
张三5476 67 95 70 77 232
张三1930 60 83 71 71 214
张三9156 85 69 92 82 246
张三8492 73 62 90 75 225
张三4285 96 64 70 76 230
张三5475 98 75 71 81 244
张三2379 96 72 78 82 246
张三6265 93 64 88 81 245
张三8006 75 69 64 69 208
张三8725 81 97 85 87 263
张三9706 96 71 73 80 240
张三1040 87 89 89 88 265
张三8507 74 97 98 89 269
张三5972 63 85 80 76 228
张三6279 76 71 95 80 242
张三6991 82 65 76 74 223
张三8653 75 64 94 77 233
张三2283 88 62 62 70 212
张三9718 87 86 76 83 249
张三5083 70 73 92 78 235
张三8244 90 88 85 87 263
张三1330 81 85 82 82 248
张三7639 60 94 88 80 242
张三8111 60 77 96 77 233
张三4372 66 94 71 77 231
张三8875 87 98 96 93 281
张三2095 67 71 83 73 221
张三3890 60 63 61 61 184
张三1184 91 73 60 74 224
张三6925 99 72 74 81 245
张三5924 88 67 78 77 233
张三1620 81 67 74 74 222
张三4071 97 69 64 76 230
张三3548 71 92 88 83 251
张三6013 95 75 87 85 257
张三6408 82 81 78 80 241
张三3259 85 92 67 81 244
张三3359 91 84 81 85 256
张三8478 92 70 93 85 255
张三6955 94 92 88 91 274
张三1822 71 88 81 80 240
张三3658 83 93 95 90 271
张三755 65 83 62 70 210
张三1410 76 77 63 72 216
张三3109 77 75 80 77 232
张三1243 83 79 66 76 228
张三5609 92 72 64 76 228
张三6389 79 98 88 88 265
张三2577 90 93 70 84 253
张三4886 82 69 75 75 226
张三2051 75 82 75 77 232
张三4148 66 98 77 80 241
张三9048 93 73 86 84 252
张三8466 71 60 85 72 216
张三8179 83 77 95 85 255
张三2936 63 90 84 79 237
张三374 80 98 97 91 275
张三9773 69 80 92 80 241
张三916 72 93 63 76 228
张三5498 65 90 93 82 248
张三8521 91 86 66 81 243
张三9973 64 87 91 80 242
张三7688 93 79 93 88 265
张三750 64 65 87 72 216
张三9059 73 70 73 72 216
张三8738 96 95 84 91 275
张三4987 80 86 92 86 258
张三3617 70 86 82 79 238
张三73 89 68 97 84 254
张三39 100 63 73 78 236
张三8870 87 70 68 75 225
张三8029 97 82 75 84 254
张三5490 98 98 76 90 272
张三3607 84 99 89 90 272
张三2359 66 78 74 72 218
张三8090 61 80 89 76 230
张三7810 98 65 64 75 227
张三7049 71 91 84 82 246
张三4770 88 96 100 94 284
张三2405 92 97 76 88 265
张三5260 73 85 64 74 222
张三3638 97 61 69 75 227
张三7931 69 70 84 74 223
张三6578 98 63 90 83 251
张三8360 65 70 72 69 207
张三765 83 74 71 76 228
张三4341 61 79 89 76 229
张三8859 81 91 70 80 242
张三899 86 65 89 80 240
张三4047 100 97 82 93 279
张三2230 86 77 62 75 225
张三3973 61 82 96 79 239
张三334 74 63 95 77 232
张三2111 96 95 88 93 279
张三2529 91 100 78 89 269
张三106 63 89 97 83 249
张三2594 63 77 72 70 212
张三7032 93 89 82 88 264
张三2764 95 93 60 82 248
张三4048 87 97 64 82 248
张三6300 60 95 79 78 234
张三5441 61 77 68 68 206
张三2859 89 77 93 86 259
张三9511 83 66 93 80 242
张三1401 65 93 80 79 238
张三5296 88 80 66 78 234
张三7851 89 98 95 94 282
张三3603 88 94 65 82 247
张三7230 73 93 69 78 235
张三3316 70 61 92 74 223
张三2523 69 67 85 73 221
张三6475 77 63 64 68 204
张三4957 63 74 79 72 216
张三8080 62 72 67 67 201
张三2954 77 80 88 81 245
张三9120 90 93 96 93 279
张三9475 95 93 79 89 267
张三3784 67 90 62 73 219
张三9972 78 91 75 81 244
张三4345 92 77 62 77 231
张三5688 93 90 70 84 253
张三9679 79 71 71 73 221
张三9530 96 69 61 75 226
张三5909 92 70 99 87 261
张三4221 78 72 79 76 229
张三149 94 60 73 75 227
张三4997 88 85 76 83 249
张三812 77 74 95 82 246
张三1533 86 63 65 71 214
张三475 94 74 71 79 239
张三6357 71 96 98 88 265
张三9766 100 70 82 84 252
张三9458 72 65 92 76 229
张三3250 69 74 61 68 204
张三1326 65 74 95 78 234
张三809 78 61 80 73 219
张三9148 87 68 79 78 234
张三460 62 93 87 80 242
张三3380 90 79 73 80 242
张三1111 90 72 81 81 243
张三4437 71 67 72 70 210
张三6235 90 66 77 77 233
张三1703 90 61 72 74 223
张三1914 87 81 61 76 229
张三9619 71 62 89 74 222
张三5258 85 76 78 79 239
张三8043 83 94 82 86 259
张三1655 63 72 91 75 226
张三6636 85 89 73 82 247
张三1839 71 93 79 81 243
张三5482 76 99 72 82 247
张三2249 98 98 63 86 259
张三6681 89 80 84 84 253
张三4655 90 81 63 78 234
张三4128 77 77 65 73 219
张三3533 67 99 92 86 258
张三1221 89 77 97 87 263
张三2155 69 63 100 77 232
张三8711 78 78 77 77 233
张三880 99 98 80 92 277
张三7426 72 69 86 75 227
张三3623 86 90 94 90 270
张三3097 96 69 99 88 264
张三967 71 72 82 75 225
张三3013 72 71 81 74 224
张三913 97 91 62 83 250
张三6722 66 62 75 67 203
张三720 68 75 74 72 217
张三5515 81 99 60 80 240
张三5843 98 81 71 83 250
张三7926 71 68 79 72 218
张三4411 84 79 81 81 244
张三946 87 64 99 83 250
张三8254 70 80 88 79 238
张三9218 95 99 80 91 274
张三3927 63 68 67 66 198
张三6897 78 98 75 83 251
张三9734 81 68 64 71 213
张三9442 87 87 71 81 245
张三7202 94 92 64 83 250
张三5032 80 60 74 71 214
张三8006 85 97 91 91 273
张三7862 61 86 75 74 222
张三9806 78 87 75 80 240
张三8014 88 85 68 80 241
张三6977 82 72 64 72 218
张三5164 69 67 60 65 196
张三4709 87 63 69 73 219
张三5825 80 70 88 79 238
张三7457 60 100 63 74 223
张三6364 87 86 97 90 270
张三5205 69 93 60 74 222
张三6519 69 85 74 76 228
张三3538 89 97 80 88 266
张三639 91 77 71 79 239
张三5990 83 67 64 71 214
张三6380 86 76 72 78 234
张三9636 77 87 97 87 261
张三3069 60 99 73 77 232
张三7422 80 61 92 77 233
张三4490 84 99 88 90 271
张三3198 89 83 79 83 251
张三3284 79 87 63 76 229
张三7932 97 93 75 88 265
张三6721 82 83 95 86 260
张三8081 79 91 80 83 250
张三6045 80 67 91 79 238
张三9602 82 62 65 69 209
张三4136 82 82 67 77 231
张三3575 63 64 96 74 223
张三8716 61 64 75 66 200
张三1910 74 84 79 79 237
张三802 100 63 78 80 241
张三4119 74 60 66 66 200
张三669 97 73 96 88 266
张三8637 77 69 95 80 241
张三6019 86 93 63 80 242
张三4651 67 61 77 68 205
张三9595 96 91 92 93 279
张三2934 71 73 67 70 211
张三5967 92 69 96 85 257
张三6643 97 80 68 81 245
张三9722 90 87 96 91 273
张三5566 86 91 90 89 267
张三9760 72 89 80 80 241
张三9795 77 96 91 88 264
张三6962 93 78 92 87 263
张三1299 91 85 82 86 258
张三4918 100 79 79 86 258
张三4383 61 69 83 71 213
张三5964 98 97 83 92 278
张三8478 62 82 82 75 226
张三7253 60 60 64 61 184
张三9290 96 65 68 76 229
张三4077 86 63 98 82 247
张三6738 81 85 96 87 262
张三171 67 87 92 82 246
张三682 75 62 73 70 210
张三7236 92 80 95 89 267
张三7910 67 60 69 65 196
张三8383 92 84 65 80 241
张三6361 100 61 73 78 234
张三2754 78 65 79 74 222
张三5067 77 64 66 69 207
张三1028 62 89 91 80 242
张三775 65 89 87 80 241
张三4037 66 78 82 75 226
张三4748 81 75 77 77 233
张三9230 60 71 87 72 218
张三5697 81 97 67 81 245
张三2203 88 81 65 78 234
张三7341 94 93 83 90 270
张三3033 73 74 68 71 215
张三1561 73 72 100 81 245
张三9621 93 62 62 72 217
张三628 74 61 67 67 202
张三2790 73 93 62 76 228
张三4475 60 89 77 75 226
张三363 95 81 68 81 244
张三1502 88 99 80 89 267
张三9935 96 73 72 80 241
张三3880 60 91 76 75 227
张三2574 66 66 94 75 226
张三836 88 67 95 83 250
张三2185 94 98 92 94 284
张三5891 61 88 99 82 248
张三7746 70 64 94 76 228
张三6530 76 60 76 70 212
张三8154 60 84 82 75 226
张三7287 64 95 70 76 229
张三1914 65 80 87 77 232
张三9709 78 96 77 83 251
张三6375 89 62 77 76 228
张三5179 69 76 86 77 231
张三3767 61 79 84 74 224
张三9093 67 94 72 77 233
张三3744 64 61 95 73 220
张三7329 65 71 68 68 204
张三4669 77 76 75 76 228
张三8531 95 65 97 85 257
张三8372 94 89 93 92 276
张三8142 65 98 76 79 239
张三5592 80 91 72 81 243
张三2695 91 98 77 88 266
张三1852 83 70 97 83 250
张三5319 78 98 69 81 245
张三5971 93 83 91 89 267
张三5942 73 72 62 69 207
张三5949 94 93 86 91 273
张三2173 80 78 76 78 234
张三9466 84 66 62 70 212
张三9334 66 61 94 73 221
张三8687 93 85 95 91 273
张三612 85 87 64 78 236
张三1640 99 78 94 90 271
张三831 67 98 76 80 241
张三4862 72 82 69 74 223
张三9784 95 98 88 93 281
张三4555 95 62 86 81 243
张三3642 85 96 93 91 274
张三5974 87 86 65 79 238
张三5383 62 62 61 61 185
张三3275 68 75 70 71 213
张三7740 61 79 77 72 217
张三4554 67 65 76 69 208
张三4627 68 65 95 76 228
张三9289 73 89 100 87 262
张三9543 68 71 97 78 236
张三7927 60 82 83 75 225
张三1895 96 83 84 87 263
张三5841 93 76 97 88 266
张三4761 67 87 60 71 214
张三6371 90 72 96 86 258
张三25 64 92 69 75 225
张三187 93 98 99 96 290
张三9401 65 76 91 77 232
张三703 85 66 94 81 245
张三2283 65 96 95 85 256
张三7754 76 65 100 80 241
张三3941 72 92 69 77 233
张三4275 72 77 87 78 236
张三9993 95 67 60 74 222
张三3212 85 67 84 78 236
张三5669 90 75 94 86 259
张三4375 70 97 61 76 228
张三825 62 84 92 79 238
张三3474 84 95 64 81 243
张三4180 75 79 70 74 224
张三8059 86 85 96 89 267
张三2762 66 96 95 85 257
张三7593 67 88 69 74 224
张三5043 82 63 84 76 229
张三7382 61 69 81 70 211
张三8717 96 99 100 98 295
张三8588 96 60 91 82 247
张三6630 60 83 82 75 225
张三9055 76 70 89 78 235
张三6814 86 89 89 88 264
张三2171 67 66 66 66 199
张三5108 81 65 87 77 233
张三3502 63 64 65 64 192
张三1348 82 65 78 75 225
张三7402 100 89 100 96 289
张三2598 89 76 78 81 243
张三8351 95 87 89 90 271
张三9394 66 100 90 85 256
张三4239 93 79 77 83 249
张三3492 89 72 89 83 250
张三1312 72 98 79 83 249
张三8082 61 80 95 78 236
张三3024 60 93 74 75 227
张三3944 93 61 92 82 246
张三7502 97 64 68 76 229
张三7545 95 100 88 94 283
张三870 76 88 95 86 259
张三9515 64 60 61 61 185
张三6151 84 85 84 84 253
张三4522 83 69 98 83 250
张三9961 73 99 63 78 235
张三5986 67 66 97 76 230
张三1745 69 98 67 78 234
张三1629 92 91 77 86 260
张三2768 62 74 79 71 215
张三8338 85 65 90 80 240
张三4578 65 97 95 85 257
张三7295 77 68 63 69 208
张三9192 77 98 82 85 257
张三2891 85 96 94 91 275
张三5710 96 65 67 76 228
张三1356 84 64 86 78 234
张三595 97 100 98 98 295
张三7614 81 62 68 70 211
张三1345 60 97 62 73 219
张三1323 87 66 72 75 225
张三5772 63 78 98 79 239
张三5588 70 98 93 87 261
张三1630 100 99 82 93 281
张三4305 85 91 100 92 276
张三3815 71 96 76 81 243
张三6643 97 60 78 78 235
张三8852 64 61 92 72 217
张三9601 78 60 76 71 214
张三8909 92 97 67 85 256
张三2156 67 66 100 77 233
张三61 88 100 62 83 250
张三6953 64 99 68 77 231
张三2028 70 66 86 74 222
张三8014 88 83 68 79 239
张三9110 67 61 64 64 192
张三5467 72 77 73 74 222
张三4556 77 88 65 76 230
张三735 81 64 74 73 219
张三3091 78 69 80 75 227
张三8196 91 64 94 83 249
张三8813 79 100 71 83 250
张三1763 79 81 95 85 255
张三8209 68 72 73 71 213
张三7385 90 95 96 93 281
张三499 68 76 64 69 208
张三4919 81 61 60 67 202
张三49 78 86 92 85 256
张三5382 80 93 98 90 271
张三8059 68 65 75 69 208
张三2020 61 96 93 83 250
张三3276 61 82 69 70 212
张三6214 71 78 82 77 231
张三3945 91 86 76 84 253
张三1659 64 63 86 71 213
张三5727 77 93 66 78 236
张三2827 76 68 60 68 204
张三2809 86 89 70 81 245
张三6157 94 69 68 77 231
张三1940 71 81 78 76 230
张三4987 80 81 90 83 251
张三1605 89 94 74 85 257
张三1665 82 86 69 79 237
张三1083 82 60 90 77 232
张三2848 64 70 79 71 213
张三6597 78 71 82 77 231
张三6444 98 69 82 83 249
张三4297 72 69 100 80 241
张三1185 76 70 68 71 214
张三2291 69 78 81 76 228
张三2302 74 63 97 78 234
张三6461 92 71 67 76 230
张三9286 69 88 61 72 218
张三7280 81 60 84 75 225
张三4195 96 79 61 78 236
张三7367 87 66 68 73 221
张三1512 66 75 83 74 224
张三1996 98 72 62 77 232
张三2996 83 88 78 83 249
张三7303 70 98 92 86 260
张三3527 65 94 80 79 239
张三3384 62 73 93 76 228
张三6421 72 79 89 80 240
张三2061 92 97 96 95 285
张三9174 97 78 77 84 252
张三1486 68 71 79 72 218
张三3129 66 95 76 79 237
张三2355 62 74 89 75 225
张三3035 61 62 98 73 221
张三2937 98 82 90 90 270
张三4977 69 61 69 66 199
张三2646 88 63 86 79 237
张三3647 98 64 70 77 232
张三6385 80 68 81 76 229
张三2444 92 78 64 78 234
张三4392 67 93 78 79 238
张三2374 66 60 91 72 217
张三4809 63 62 98 74 223
张三8218 65 94 80 79 239
张三8704 67 69 80 72 216
张三2959 61 93 64 72 218
张三9767 100 62 76 79 238
张三3943 88 83 78 83 249
张三3419 93 92 82 89 267
张三6729 73 83 77 77 233
张三2547 78 78 75 77 231
张三5141 94 63 100 85 257
张三9593 67 74 95 78 236
张三8465 69 85 60 71 214
张三7239 84 68 68 73 220
张三9286 98 76 69 81 243
张三2392 92 77 88 85 257
张三7940 86 89 63 79 238
张三716 99 65 97 87 261
张三2046 100 91 96 95 287
张三1417 75 74 82 77 231
张三2117 82 70 62 71 214
张三4533 64 70 86 73 220
张三6695 93 80 80 84 253
张三5427 73 65 97 78 235
张三3018 87 97 91 91 275
张三3736 94 62 71 75 227
张三1678 81 93 95 89 269
张三6484 100 60 65 75 225
张三6246 71 87 78 78 236
张三7592 83 93 95 90 271
张三1351 85 62 78 75 225
张三8513 61 90 65 72 216
张三5181 79 75 80 78 234
张三7220 66 93 99 86 258
张三4880 83 88 93 88 264
张三5268 61 96 90 82 247
张三5834 72 78 99 83 249
张三5156 61 89 92 80 242
张三8299 85 92 67 81 244
张三2725 64 80 94 79 238
张三7369 75 62 98 78 235
张三1811 86 93 84 87 263
张三4744 79 71 97 82 247
张三875 83 94 92 89 269
张三3287 88 92 84 88 264
张三3856 75 74 79 76 228
张三7841 63 89 63 71 215
张三9943 93 88 63 81 244
张三8276 81 80 65 75 226
张三9520 88 94 83 88 265
张三3260 67 93 63 74 223
张三6006 71 80 63 71 214
张三5717 88 86 78 84 252
张三5795 85 75 91 83 251
张三3442 100 75 70 81 245
张三1050 73 71 95 79 239
张三871 60 62 83 68 205
张三2565 88 97 89 91 274
张三470 92 69 81 80 242
张三2415 78 67 73 72 218
张三4712 93 100 97 96 290
张三8640 66 85 72 74 223
张三2130 82 72 67 73 221
张三6665 81 97 78 85 256
张三3431 64 82 75 73 221
张三4708 84 66 80 76 230
张三6114 75 92 82 83 249
张三2877 100 96 86 94 282
张三8612 71 82 63 72 216
张三8206 87 64 88 79 239
张三7398 67 85 90 80 242
张三337 76 63 72 70 211
张三3056 93 91 60 81 244
张三5093 85 68 72 75 225
张三3781 61 92 86 79 239
张三5651 93 88 80 87 261
张三7286 81 82 74 79 237
张三3550 91 87 99 92 277
张三4594 92 64 79 78 235
张三4271 80 84 96 86 260
张三1701 83 89 94 88 266
张三4585 79 86 97 87 262
张三7563 74 88 98 86 260
张三1437 80 75 91 82 246
张三9408 71 99 78 82 248
张三4555 78 77 65 73 220
张三8839 68 67 97 77 232
张三7533 84 73 65 74 222
张三4702 75 86 74 78 235
张三4606 78 95 77 83 250
张三1199 91 74 86 83 251
张三2848 62 65 68 65 195
张三2228 81 92 76 83 249
张三2017 71 89 74 78 234
张三5409 92 81 79 84 252
张三6768 90 67 91 82 248
张三1795 96 88 75 86 259
张三8473 64 100 70 78 234
张三9736 84 86 62 77 232
张三6364 63 93 100 85 256
张三3856 62 88 65 71 215
张三234 69 72 98 79 239
张三2649 81 88 71 80 240
张三9410 78 69 64 70 211
张三651 64 82 81 75 227
张三5237 61 70 80 70 211
张三3666 60 69 80 69 209
张三6800 67 65 85 72 217
张三8026 100 96 60 85 256
张三2095 80 91 95 88 266
张三7368 64 100 80 81 244
张三9396 69 69 67 68 205
张三2893 61 78 65 68 204
张三6023 96 77 77 83 250
张三5586 76 85 92 84 253
张三4268 79 74 65 72 218
张三1380 89 70 91 83 250
张三6668 92 61 77 76 230
张三2738 79 88 88 85 255
张三5377 74 74 92 80 240
张三2624 90 80 67 79 237
张三2862 88 88 74 83 250
张三9346 96 81 89 88 266
张三3640 80 100 71 83 251
张三3242 63 86 90 79 239
张三9285 85 78 68 77 231
张三8699 79 82 87 82 248
张三1435 87 65 64 72 216
